Alt_Kategori;Kolon_Adi;Ozellik_Degeri;Frekans
Elektrikli Süpürge;Extension_Tube;Plastik iki parça;2
Elektrikli Süpürge;Extension_Tube;Alüminyum Teleskopik Boru;2
Elektrikli Süpürge;Extension_Tube;1;1
Elektrikli Süpürge;Extension_Tube;Plastic;1
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);;16
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);50 dk;4
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);10 dk;3
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);16 dk;2
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);18 dk;2
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);15 dk;1
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);12 dk;1
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);9 dk;1
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);60 dk;1
Elektrikli Süpürge;Wireless_Operating_Time_(High_Power);65 dk;1
Elektrikli Süpürge;Battery_Type;;18
Elektrikli Süpürge;Battery_Type;Li-Ion;10
Elektrikli Süpürge;Battery_Type;Lityum;4
Ütü;Subcategory;Ütü;14
Ütü;Auto_Shut_off;1;8
Ütü;Auto_Shut_off;;6
Ütü;Cable_Length.1;;13
Ütü;Cable_Length.1;190;1
Ütü;Cable_Winder;;13
Ütü;Cable_Winder;1;1
Ütü;Soleplate;SoftGlide® Seramik Taban;8
Ütü;Soleplate;;3
Ütü;Soleplate;Seramik;2
Ütü;Soleplate;Cross Steam®;1
Ütü;Steam_Boost;;7
Ütü;Steam_Boost;280 gram;1
Ütü;Steam_Boost;600 gr/dk;1
Ütü;Steam_Boost;450 gr/dk;1
Ütü;Steam_Boost;270 gram;1
Ütü;Steam_Boost;150 gr/dk;1
Ütü;Steam_Boost;360 gr/dk;1
Ütü;Steam_Boost;230 gram;1
Ütü;Continuous_Steam;45 gr/dk;3
Ütü;Continuous_Steam;;3
Ütü;Continuous_Steam;63 gr/dk;1
Ütü;Continuous_Steam;165 gr/dk;1
Ütü;Continuous_Steam;150 gr/dk;1
Ütü;Continuous_Steam;30 gr/dk;1
Ütü;Continuous_Steam;25 gr/dk;1
Ütü;Continuous_Steam;55 gr/dk;1
Ütü;Continuous_Steam;40 gr/dk;1
Ütü;Continuous_Steam;110 gr/dk;1
Ütü;Vertical_Auto_Shut_off_Time;;7
Ütü;Vertical_Auto_Shut_off_Time;30 dk;4
Ütü;Vertical_Auto_Shut_off_Time;8 dk;3
Ütü;Horizontal_Auto_Shut_off_Time;;7
Ütü;Horizontal_Auto_Shut_off_Time;8 dk;4
Ütü;Horizontal_Auto_Shut_off_Time;30 s;2
Ütü;Horizontal_Auto_Shut_off_Time;30 dk;1
Karıştırıcı& Doğrayıcı;Subcategory;Karıştırıcı& Doğrayıcı;27
Karıştırıcı& Doğrayıcı;Functions;;22
Karıştırıcı& Doğrayıcı;Functions;['Var'];5
Karıştırıcı& Doğrayıcı;Body_Material;;22
Karıştırıcı& Doğrayıcı;Body_Material;Plastik;4
Karıştırıcı& Doğrayıcı;Body_Material;Döküm;1
Karıştırıcı& Doğrayıcı;Chopper_Bowl_Material;;16
Karıştırıcı& Doğrayıcı;Chopper_Bowl_Material;Plastik;7
Karıştırıcı& Doğrayıcı;Chopper_Bowl_Material;Cam;4
Karıştırıcı& Doğrayıcı;Speed_Setting;;16
Karıştırıcı& Doğrayıcı;Speed_Setting;1;6
Karıştırıcı& Doğrayıcı;Speed_Setting;10;2
Karıştırıcı& Doğrayıcı;Speed_Setting;6;2
Karıştırıcı& Doğrayıcı;Speed_Setting;12;1
Karıştırıcı& Doğrayıcı;Measuring_Cup;;13
Karıştırıcı& Doğrayıcı;Measuring_Cup;1.75 mL;4
Karıştırıcı& Doğrayıcı;Measuring_Cup;0.6 L;4
Karıştırıcı& Doğrayıcı;Measuring_Cup;1.5 mL;2
Karıştırıcı& Doğrayıcı;Measuring_Cup;1;1
Karıştırıcı& Doğrayıcı;Measuring_Cup;1 mL;1
Karıştırıcı& Doğrayıcı;Measuring_Cup;900 mL;1
Karıştırıcı& Doğrayıcı;Measuring_Cup;0.5 mL;1
UV Temizleme Cihazı;Subcategory;UV Temizleme Cihazı;1
Yoğurt &Kefir Makinesi;Subcategory;Yoğurt &Kefir Makinesi;3
Kettle;Subcategory;Kettle;6
Katı Meyve Sıkacağı;Subcategory;Katı Meyve Sıkacağı;1
Narenciye Sıkacağı;Subcategory;Narenciye Sıkacağı;2
