Kategori,Ürün Adı,Ürün URL,JS-PRD-URL Link
Beyaz Eşya,Çamaşır Makinesi,https://www.beko.com.tr/camasir-makinesi,https://www.beko.com.tr/10-kg-camasir-makinesi/cmx-10120-camasir-makinesi
