year,id,educ,sex,race,income,natfare,health,satfin
2021.0,135.0,16.0,1.0,2.0,12.0,1.0,1.0,1.0
2021.0,136.0,16.0,2.0,1.0,12.0,2.0,3.0,1.0
2021.0,137.0,12.0,2.0,1.0,12.0,3.0,3.0,3.0
2021.0,138.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,142.0,16.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,144.0,18.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,146.0,16.0,2.0,1.0,12.0,1.0,1.0,1.0
2021.0,147.0,16.0,2.0,3.0,12.0,1.0,2.0,2.0
2021.0,148.0,12.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,149.0,16.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,150.0,12.0,2.0,3.0,9.0,1.0,3.0,2.0
2021.0,151.0,11.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,152.0,16.0,2.0,1.0,12.0,2.0,4.0,3.0
2021.0,153.0,14.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,155.0,16.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,158.0,20.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,160.0,16.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,161.0,19.0,1.0,3.0,12.0,3.0,2.0,1.0
2021.0,163.0,12.0,1.0,2.0,9.0,1.0,2.0,3.0
2021.0,165.0,16.0,2.0,2.0,10.0,2.0,2.0,3.0
2021.0,166.0,20.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,168.0,14.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,169.0,19.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,171.0,16.0,1.0,1.0,6.0,3.0,4.0,2.0
2021.0,172.0,16.0,2.0,1.0,12.0,1.0,3.0,3.0
2021.0,174.0,16.0,2.0,2.0,9.0,2.0,1.0,3.0
2021.0,175.0,14.0,1.0,3.0,12.0,2.0,2.0,1.0
2021.0,176.0,16.0,2.0,1.0,12.0,1.0,3.0,1.0
2021.0,181.0,16.0,2.0,2.0,12.0,3.0,2.0,2.0
2021.0,189.0,13.0,2.0,1.0,12.0,2.0,1.0,3.0
2021.0,190.0,10.0,2.0,1.0,9.0,1.0,4.0,3.0
2021.0,202.0,12.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,203.0,20.0,1.0,3.0,12.0,2.0,2.0,1.0
2021.0,205.0,10.0,1.0,1.0,1.0,1.0,3.0,3.0
2021.0,210.0,12.0,2.0,1.0,11.0,1.0,3.0,2.0
2021.0,214.0,12.0,2.0,2.0,12.0,1.0,2.0,2.0
2021.0,216.0,6.0,2.0,2.0,12.0,2.0,2.0,1.0
2021.0,217.0,12.0,1.0,3.0,12.0,1.0,2.0,1.0
2021.0,218.0,12.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,220.0,14.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,221.0,13.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,222.0,19.0,1.0,2.0,12.0,3.0,3.0,3.0
2021.0,225.0,0.0,1.0,3.0,10.0,2.0,3.0,3.0
2021.0,227.0,12.0,2.0,2.0,8.0,2.0,4.0,3.0
2021.0,231.0,17.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,232.0,13.0,2.0,3.0,3.0,3.0,2.0,3.0
2021.0,233.0,18.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,235.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,237.0,14.0,1.0,1.0,12.0,3.0,3.0,2.0
2021.0,243.0,14.0,2.0,1.0,1.0,2.0,3.0,1.0
2021.0,250.0,12.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,255.0,16.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,257.0,16.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,259.0,19.0,1.0,3.0,12.0,1.0,2.0,2.0
2021.0,273.0,14.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,278.0,16.0,1.0,3.0,12.0,2.0,2.0,1.0
2021.0,281.0,16.0,1.0,3.0,12.0,2.0,2.0,1.0
2021.0,284.0,20.0,1.0,3.0,12.0,2.0,2.0,2.0
2021.0,285.0,19.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,286.0,14.0,1.0,2.0,12.0,1.0,3.0,3.0
2021.0,292.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,296.0,11.0,1.0,1.0,11.0,3.0,3.0,3.0
2021.0,297.0,16.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,301.0,13.0,1.0,1.0,12.0,1.0,2.0,3.0
2021.0,305.0,18.0,1.0,1.0,12.0,2.0,3.0,1.0
2021.0,306.0,18.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,307.0,15.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,308.0,14.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,309.0,15.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,312.0,18.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,317.0,15.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,321.0,16.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,323.0,17.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,324.0,16.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,327.0,16.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,328.0,16.0,1.0,1.0,12.0,1.0,2.0,1.0
2021.0,330.0,19.0,2.0,3.0,12.0,1.0,1.0,1.0
2021.0,331.0,16.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,332.0,12.0,1.0,1.0,12.0,2.0,1.0,3.0
2021.0,333.0,18.0,1.0,1.0,12.0,3.0,1.0,2.0
2021.0,334.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,335.0,15.0,2.0,2.0,12.0,2.0,1.0,1.0
2021.0,337.0,12.0,2.0,1.0,10.0,3.0,3.0,3.0
2021.0,338.0,13.0,1.0,1.0,11.0,1.0,3.0,3.0
2021.0,340.0,18.0,2.0,2.0,1.0,1.0,3.0,3.0
2021.0,341.0,14.0,2.0,2.0,1.0,2.0,2.0,3.0
2021.0,342.0,16.0,1.0,1.0,12.0,1.0,3.0,2.0
2021.0,344.0,16.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,346.0,13.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,353.0,19.0,1.0,1.0,12.0,2.0,1.0,1.0
2021.0,357.0,19.0,1.0,1.0,12.0,1.0,1.0,1.0
2021.0,358.0,15.0,2.0,2.0,9.0,2.0,4.0,2.0
2021.0,360.0,13.0,1.0,1.0,11.0,1.0,3.0,3.0
2021.0,362.0,17.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,364.0,16.0,2.0,1.0,11.0,2.0,3.0,3.0
2021.0,369.0,16.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,375.0,18.0,1.0,3.0,12.0,3.0,2.0,2.0
2021.0,381.0,12.0,1.0,1.0,12.0,3.0,2.0,3.0
2021.0,385.0,19.0,1.0,2.0,12.0,1.0,2.0,1.0
2021.0,387.0,12.0,1.0,1.0,12.0,1.0,3.0,2.0
2021.0,389.0,16.0,2.0,3.0,12.0,2.0,2.0,1.0
2021.0,396.0,14.0,2.0,1.0,12.0,3.0,1.0,3.0
2021.0,398.0,14.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,399.0,9.0,1.0,1.0,12.0,2.0,3.0,3.0
2021.0,400.0,12.0,2.0,2.0,12.0,2.0,2.0,3.0
2021.0,403.0,12.0,2.0,2.0,2.0,1.0,1.0,3.0
2021.0,405.0,18.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,406.0,14.0,2.0,3.0,11.0,2.0,2.0,3.0
2021.0,407.0,13.0,1.0,1.0,12.0,1.0,3.0,3.0
2021.0,409.0,15.0,2.0,1.0,12.0,2.0,1.0,2.0
2021.0,411.0,17.0,1.0,1.0,9.0,2.0,2.0,3.0
2021.0,416.0,17.0,1.0,1.0,12.0,2.0,3.0,1.0
2021.0,418.0,18.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,419.0,17.0,2.0,1.0,12.0,1.0,1.0,1.0
2021.0,423.0,10.0,2.0,1.0,12.0,2.0,3.0,3.0
2021.0,427.0,14.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,428.0,18.0,1.0,1.0,8.0,2.0,1.0,1.0
2021.0,437.0,12.0,1.0,1.0,12.0,2.0,1.0,3.0
2021.0,440.0,11.0,1.0,2.0,12.0,2.0,1.0,2.0
2021.0,443.0,19.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,444.0,12.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,445.0,20.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,447.0,16.0,2.0,1.0,12.0,3.0,1.0,1.0
2021.0,448.0,16.0,2.0,1.0,8.0,1.0,2.0,2.0
2021.0,449.0,17.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,451.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,453.0,18.0,1.0,1.0,12.0,2.0,2.0,3.0
2021.0,455.0,11.0,1.0,1.0,8.0,1.0,4.0,3.0
2021.0,456.0,19.0,1.0,1.0,12.0,1.0,1.0,1.0
2021.0,457.0,18.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,459.0,20.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,461.0,17.0,2.0,1.0,4.0,1.0,2.0,1.0
2021.0,463.0,14.0,2.0,3.0,12.0,1.0,3.0,2.0
2021.0,464.0,14.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,469.0,20.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,475.0,14.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,477.0,10.0,1.0,1.0,2.0,2.0,2.0,3.0
2021.0,478.0,12.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,480.0,13.0,2.0,2.0,12.0,2.0,4.0,1.0
2021.0,482.0,15.0,1.0,1.0,12.0,2.0,4.0,3.0
2021.0,484.0,18.0,2.0,1.0,12.0,3.0,1.0,1.0
2021.0,486.0,15.0,2.0,1.0,12.0,1.0,3.0,3.0
2021.0,488.0,12.0,2.0,1.0,12.0,2.0,3.0,2.0
2021.0,492.0,8.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,494.0,14.0,1.0,1.0,12.0,2.0,1.0,2.0
2021.0,495.0,12.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,496.0,15.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,499.0,15.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,503.0,12.0,2.0,1.0,12.0,3.0,3.0,3.0
2021.0,505.0,20.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,507.0,12.0,1.0,2.0,9.0,1.0,3.0,1.0
2021.0,508.0,15.0,2.0,1.0,12.0,3.0,1.0,2.0
2021.0,510.0,17.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,511.0,15.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,513.0,14.0,1.0,1.0,12.0,3.0,3.0,1.0
2021.0,515.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,518.0,18.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,523.0,10.0,1.0,1.0,12.0,3.0,3.0,3.0
2021.0,524.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,526.0,14.0,2.0,1.0,12.0,2.0,3.0,2.0
2021.0,527.0,19.0,1.0,1.0,12.0,1.0,1.0,3.0
2021.0,528.0,18.0,1.0,1.0,12.0,1.0,1.0,2.0
2021.0,529.0,16.0,2.0,1.0,12.0,3.0,1.0,2.0
2021.0,536.0,12.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,537.0,15.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,539.0,12.0,2.0,1.0,11.0,3.0,2.0,3.0
2021.0,541.0,16.0,2.0,2.0,12.0,3.0,2.0,1.0
2021.0,545.0,14.0,1.0,2.0,12.0,1.0,2.0,3.0
2021.0,548.0,14.0,2.0,1.0,10.0,2.0,3.0,2.0
2021.0,552.0,14.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,553.0,16.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,555.0,16.0,2.0,3.0,12.0,2.0,2.0,1.0
2021.0,556.0,16.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,559.0,18.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,561.0,17.0,1.0,2.0,12.0,1.0,2.0,3.0
2021.0,562.0,12.0,2.0,2.0,9.0,1.0,3.0,3.0
2021.0,564.0,15.0,2.0,2.0,10.0,1.0,3.0,2.0
2021.0,565.0,14.0,1.0,1.0,12.0,1.0,1.0,2.0
2021.0,572.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,573.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,577.0,13.0,2.0,1.0,12.0,1.0,3.0,2.0
2021.0,581.0,16.0,2.0,2.0,2.0,2.0,1.0,3.0
2021.0,582.0,15.0,2.0,1.0,10.0,2.0,2.0,3.0
2021.0,583.0,12.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,584.0,14.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,586.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,587.0,20.0,2.0,2.0,12.0,2.0,1.0,1.0
2021.0,588.0,17.0,2.0,2.0,1.0,1.0,2.0,3.0
2021.0,589.0,12.0,2.0,2.0,12.0,1.0,2.0,2.0
2021.0,590.0,12.0,1.0,1.0,9.0,1.0,3.0,3.0
2021.0,591.0,14.0,2.0,3.0,12.0,1.0,2.0,2.0
2021.0,593.0,11.0,2.0,2.0,11.0,3.0,3.0,3.0
2021.0,599.0,17.0,2.0,3.0,6.0,2.0,1.0,1.0
2021.0,600.0,18.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,604.0,11.0,2.0,1.0,9.0,3.0,4.0,3.0
2021.0,605.0,14.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,606.0,15.0,1.0,2.0,12.0,1.0,2.0,3.0
2021.0,615.0,14.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,618.0,15.0,2.0,1.0,12.0,3.0,3.0,3.0
2021.0,621.0,12.0,2.0,1.0,12.0,1.0,3.0,2.0
2021.0,625.0,16.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,627.0,15.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,630.0,15.0,1.0,1.0,10.0,2.0,2.0,2.0
2021.0,635.0,12.0,2.0,1.0,9.0,1.0,3.0,3.0
2021.0,636.0,20.0,1.0,1.0,12.0,3.0,3.0,2.0
2021.0,638.0,11.0,1.0,1.0,10.0,2.0,3.0,2.0
2021.0,643.0,13.0,2.0,1.0,10.0,1.0,3.0,2.0
2021.0,648.0,12.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,649.0,14.0,2.0,1.0,9.0,2.0,2.0,2.0
2021.0,652.0,12.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,656.0,14.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,657.0,17.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,658.0,13.0,1.0,1.0,12.0,1.0,2.0,3.0
2021.0,661.0,16.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,662.0,12.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,666.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,667.0,12.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,668.0,16.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,669.0,14.0,1.0,1.0,12.0,2.0,3.0,2.0
2021.0,670.0,12.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,672.0,11.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,675.0,13.0,2.0,1.0,12.0,1.0,3.0,1.0
2021.0,676.0,12.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,678.0,12.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,681.0,12.0,2.0,1.0,9.0,2.0,1.0,2.0
2021.0,683.0,13.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,685.0,12.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,687.0,12.0,2.0,1.0,12.0,2.0,2.0,3.0
2021.0,688.0,12.0,2.0,1.0,12.0,2.0,3.0,2.0
2021.0,693.0,16.0,2.0,3.0,12.0,3.0,1.0,1.0
2021.0,695.0,12.0,2.0,1.0,11.0,1.0,3.0,3.0
2021.0,701.0,15.0,2.0,1.0,6.0,1.0,1.0,2.0
2021.0,706.0,20.0,1.0,1.0,12.0,2.0,1.0,1.0
2021.0,707.0,18.0,1.0,1.0,1.0,1.0,2.0,2.0
2021.0,714.0,20.0,1.0,3.0,12.0,2.0,3.0,2.0
2021.0,717.0,18.0,1.0,3.0,7.0,1.0,1.0,1.0
2021.0,718.0,16.0,2.0,1.0,12.0,1.0,1.0,1.0
2021.0,719.0,18.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,720.0,16.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,721.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,725.0,12.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,730.0,20.0,1.0,1.0,12.0,1.0,1.0,3.0
2021.0,733.0,16.0,2.0,1.0,12.0,3.0,1.0,3.0
2021.0,734.0,18.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,735.0,16.0,1.0,1.0,11.0,2.0,1.0,2.0
2021.0,737.0,12.0,1.0,3.0,9.0,2.0,3.0,2.0
2021.0,740.0,19.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,741.0,13.0,2.0,1.0,12.0,2.0,3.0,2.0
2021.0,744.0,12.0,2.0,1.0,9.0,2.0,2.0,2.0
2021.0,746.0,12.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,751.0,17.0,1.0,3.0,12.0,2.0,1.0,2.0
2021.0,755.0,20.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,756.0,12.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,759.0,15.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,760.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,761.0,18.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,764.0,12.0,1.0,1.0,11.0,1.0,2.0,3.0
2021.0,768.0,12.0,2.0,1.0,9.0,1.0,2.0,3.0
2021.0,769.0,16.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,775.0,13.0,1.0,1.0,12.0,3.0,3.0,3.0
2021.0,778.0,12.0,2.0,1.0,9.0,1.0,2.0,3.0
2021.0,780.0,15.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,786.0,19.0,2.0,1.0,7.0,2.0,4.0,2.0
2021.0,788.0,20.0,1.0,1.0,3.0,1.0,2.0,3.0
2021.0,790.0,13.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,792.0,18.0,1.0,1.0,12.0,3.0,1.0,2.0
2021.0,793.0,14.0,1.0,1.0,12.0,1.0,2.0,1.0
2021.0,796.0,16.0,2.0,1.0,12.0,3.0,1.0,1.0
2021.0,797.0,18.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,798.0,20.0,1.0,1.0,12.0,3.0,1.0,1.0
2021.0,799.0,14.0,2.0,2.0,12.0,3.0,2.0,1.0
2021.0,804.0,18.0,2.0,1.0,12.0,1.0,2.0,1.0
2021.0,805.0,16.0,2.0,1.0,12.0,3.0,3.0,1.0
2021.0,806.0,11.0,2.0,1.0,9.0,2.0,3.0,3.0
2021.0,808.0,12.0,2.0,1.0,10.0,2.0,4.0,2.0
2021.0,812.0,14.0,2.0,1.0,9.0,2.0,4.0,3.0
2021.0,815.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,817.0,17.0,2.0,1.0,11.0,2.0,2.0,2.0
2021.0,819.0,12.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,820.0,12.0,2.0,1.0,12.0,3.0,3.0,2.0
2021.0,823.0,12.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,827.0,15.0,2.0,1.0,9.0,3.0,4.0,3.0
2021.0,831.0,17.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,832.0,15.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,834.0,16.0,1.0,1.0,12.0,3.0,1.0,2.0
2021.0,835.0,14.0,2.0,1.0,12.0,1.0,3.0,2.0
2021.0,836.0,13.0,2.0,2.0,8.0,2.0,2.0,2.0
2021.0,837.0,12.0,2.0,2.0,11.0,1.0,2.0,3.0
2021.0,838.0,12.0,2.0,2.0,11.0,1.0,4.0,3.0
2021.0,839.0,18.0,1.0,1.0,12.0,3.0,2.0,3.0
2021.0,843.0,15.0,2.0,2.0,12.0,3.0,2.0,2.0
2021.0,844.0,9.0,1.0,1.0,12.0,2.0,3.0,2.0
2021.0,845.0,16.0,2.0,1.0,12.0,3.0,1.0,2.0
2021.0,846.0,17.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,850.0,14.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,859.0,12.0,2.0,1.0,9.0,3.0,4.0,3.0
2021.0,861.0,15.0,1.0,1.0,10.0,2.0,1.0,3.0
2021.0,866.0,13.0,1.0,1.0,11.0,2.0,3.0,3.0
2021.0,872.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,873.0,19.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,880.0,15.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,881.0,20.0,1.0,1.0,12.0,1.0,2.0,2.0
2021.0,887.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,892.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,895.0,12.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,898.0,19.0,1.0,1.0,12.0,1.0,1.0,1.0
2021.0,901.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,905.0,16.0,1.0,3.0,12.0,1.0,2.0,1.0
2021.0,908.0,18.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,909.0,12.0,2.0,1.0,11.0,1.0,2.0,3.0
2021.0,911.0,18.0,2.0,3.0,12.0,1.0,2.0,2.0
2021.0,914.0,18.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,918.0,13.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,921.0,18.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,923.0,12.0,2.0,1.0,11.0,1.0,2.0,2.0
2021.0,924.0,12.0,2.0,1.0,5.0,3.0,2.0,3.0
2021.0,925.0,16.0,2.0,1.0,12.0,3.0,3.0,1.0
2021.0,926.0,15.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,928.0,15.0,2.0,1.0,12.0,2.0,1.0,2.0
2021.0,931.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,934.0,12.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,939.0,16.0,2.0,3.0,12.0,3.0,2.0,2.0
2021.0,941.0,16.0,2.0,1.0,12.0,1.0,2.0,3.0
2021.0,944.0,18.0,1.0,1.0,10.0,3.0,3.0,2.0
2021.0,946.0,18.0,2.0,1.0,12.0,1.0,2.0,2.0
2021.0,947.0,17.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,950.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,953.0,18.0,1.0,1.0,12.0,2.0,1.0,1.0
2021.0,955.0,17.0,2.0,1.0,12.0,1.0,1.0,2.0
2021.0,960.0,12.0,1.0,1.0,12.0,3.0,1.0,2.0
2021.0,972.0,18.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,977.0,12.0,2.0,2.0,11.0,2.0,3.0,3.0
2021.0,982.0,16.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,985.0,18.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,988.0,16.0,2.0,3.0,12.0,1.0,1.0,1.0
2021.0,992.0,14.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,993.0,17.0,2.0,1.0,12.0,2.0,2.0,1.0
2021.0,995.0,14.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,999.0,16.0,2.0,3.0,12.0,2.0,2.0,2.0
2021.0,1001.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2021.0,1004.0,14.0,2.0,1.0,12.0,3.0,2.0,1.0
2021.0,1008.0,13.0,2.0,2.0,9.0,1.0,4.0,3.0
2021.0,1009.0,8.0,2.0,2.0,1.0,2.0,3.0,1.0
2021.0,1011.0,12.0,1.0,1.0,10.0,1.0,4.0,3.0
2021.0,1013.0,19.0,2.0,3.0,10.0,1.0,2.0,3.0
2021.0,1015.0,17.0,1.0,3.0,12.0,1.0,3.0,1.0
2021.0,1018.0,16.0,1.0,1.0,9.0,1.0,2.0,1.0
2021.0,1019.0,16.0,1.0,3.0,12.0,1.0,2.0,2.0
2021.0,1022.0,16.0,1.0,1.0,12.0,1.0,1.0,1.0
2021.0,1023.0,16.0,1.0,1.0,12.0,1.0,1.0,1.0
2021.0,1026.0,17.0,1.0,3.0,1.0,1.0,3.0,3.0
2021.0,1028.0,7.0,1.0,3.0,12.0,3.0,2.0,3.0
2021.0,1030.0,12.0,1.0,3.0,12.0,2.0,2.0,2.0
2021.0,1033.0,15.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,1039.0,16.0,2.0,1.0,12.0,1.0,3.0,2.0
2021.0,1044.0,18.0,1.0,1.0,12.0,3.0,1.0,1.0
2021.0,1048.0,13.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,1052.0,12.0,2.0,1.0,12.0,2.0,1.0,1.0
2021.0,1053.0,20.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,1055.0,16.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,1059.0,12.0,2.0,1.0,2.0,2.0,2.0,3.0
2021.0,1061.0,16.0,1.0,1.0,12.0,1.0,3.0,3.0
2021.0,1065.0,19.0,1.0,1.0,12.0,2.0,1.0,2.0
2021.0,1066.0,13.0,2.0,3.0,10.0,1.0,3.0,3.0
2021.0,1069.0,12.0,2.0,1.0,12.0,2.0,2.0,2.0
2021.0,1070.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,1072.0,12.0,2.0,1.0,12.0,3.0,2.0,3.0
2021.0,1079.0,17.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,1080.0,12.0,2.0,1.0,12.0,3.0,1.0,1.0
2021.0,1081.0,13.0,1.0,1.0,12.0,3.0,2.0,1.0
2021.0,1084.0,19.0,2.0,1.0,12.0,3.0,2.0,2.0
2021.0,1085.0,12.0,1.0,1.0,12.0,2.0,2.0,1.0
2021.0,1086.0,10.0,2.0,1.0,10.0,1.0,2.0,2.0
2021.0,1088.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2021.0,1092.0,13.0,2.0,1.0,11.0,3.0,2.0,2.0
2021.0,1093.0,14.0,2.0,1.0,9.0,2.0,3.0,3.0
