year,id,educ,sex,race,income,natfare,health,satfin
2014.0,2246.0,16.0,1.0,1.0,12.0,3.0,1.0,2.0
2014.0,2248.0,13.0,2.0,1.0,12.0,1.0,4.0,3.0
2014.0,2251.0,14.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2253.0,11.0,1.0,1.0,12.0,1.0,3.0,3.0
2014.0,2254.0,12.0,1.0,1.0,11.0,3.0,2.0,2.0
2014.0,2256.0,11.0,2.0,1.0,9.0,1.0,3.0,2.0
2014.0,2259.0,12.0,2.0,1.0,11.0,2.0,1.0,3.0
2014.0,2260.0,10.0,2.0,1.0,12.0,2.0,3.0,3.0
2014.0,2263.0,12.0,1.0,1.0,12.0,3.0,1.0,3.0
2014.0,2264.0,8.0,1.0,1.0,12.0,3.0,2.0,2.0
2014.0,2266.0,16.0,1.0,1.0,12.0,2.0,2.0,3.0
2014.0,2269.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2014.0,2272.0,16.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2273.0,20.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2275.0,12.0,1.0,1.0,9.0,3.0,3.0,2.0
2014.0,2276.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2014.0,2277.0,12.0,1.0,1.0,12.0,2.0,1.0,2.0
2014.0,2280.0,12.0,2.0,2.0,9.0,1.0,1.0,2.0
2014.0,2281.0,12.0,1.0,1.0,12.0,3.0,2.0,1.0
2014.0,2287.0,12.0,1.0,1.0,12.0,3.0,2.0,1.0
2014.0,2290.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2293.0,20.0,1.0,1.0,12.0,3.0,1.0,3.0
2014.0,2295.0,14.0,2.0,1.0,12.0,1.0,2.0,2.0
2014.0,2296.0,15.0,2.0,1.0,12.0,3.0,1.0,2.0
2014.0,2304.0,18.0,1.0,1.0,12.0,2.0,2.0,1.0
2014.0,2305.0,12.0,2.0,1.0,12.0,3.0,2.0,3.0
2014.0,2306.0,11.0,2.0,1.0,12.0,3.0,1.0,2.0
2014.0,2317.0,13.0,1.0,1.0,12.0,3.0,1.0,1.0
2014.0,2318.0,12.0,1.0,2.0,12.0,3.0,2.0,2.0
2014.0,2319.0,16.0,1.0,1.0,11.0,3.0,3.0,2.0
2014.0,2324.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2326.0,16.0,1.0,2.0,11.0,3.0,2.0,3.0
2014.0,2328.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2332.0,14.0,1.0,1.0,12.0,3.0,4.0,2.0
2014.0,2339.0,20.0,1.0,1.0,12.0,1.0,2.0,2.0
2014.0,2340.0,20.0,1.0,1.0,12.0,3.0,2.0,1.0
2014.0,2341.0,13.0,1.0,1.0,12.0,3.0,1.0,1.0
2014.0,2345.0,13.0,1.0,1.0,12.0,1.0,2.0,2.0
2014.0,2346.0,9.0,2.0,3.0,12.0,3.0,2.0,3.0
2014.0,2349.0,8.0,2.0,1.0,12.0,1.0,2.0,3.0
2014.0,2354.0,8.0,2.0,1.0,2.0,3.0,3.0,3.0
2014.0,2355.0,12.0,2.0,1.0,7.0,3.0,2.0,2.0
2014.0,2363.0,15.0,2.0,3.0,11.0,1.0,2.0,2.0
2014.0,2364.0,12.0,2.0,1.0,12.0,2.0,1.0,2.0
2014.0,2365.0,12.0,2.0,1.0,11.0,3.0,2.0,1.0
2014.0,2370.0,12.0,1.0,1.0,12.0,3.0,1.0,1.0
2014.0,2371.0,16.0,1.0,1.0,12.0,3.0,1.0,2.0
2014.0,2374.0,12.0,1.0,1.0,12.0,3.0,1.0,1.0
2014.0,2380.0,12.0,2.0,1.0,12.0,3.0,4.0,1.0
2014.0,2382.0,15.0,1.0,3.0,9.0,2.0,2.0,3.0
2014.0,2384.0,17.0,2.0,1.0,10.0,1.0,1.0,3.0
2014.0,2385.0,12.0,2.0,1.0,12.0,2.0,3.0,3.0
2014.0,2387.0,13.0,1.0,1.0,12.0,3.0,1.0,3.0
2014.0,2392.0,16.0,2.0,1.0,12.0,3.0,1.0,1.0
2014.0,2397.0,14.0,1.0,1.0,9.0,3.0,1.0,2.0
2014.0,2398.0,12.0,1.0,1.0,12.0,3.0,3.0,3.0
2014.0,2399.0,14.0,2.0,1.0,12.0,3.0,1.0,1.0
2014.0,2400.0,12.0,1.0,1.0,8.0,3.0,2.0,3.0
2014.0,2405.0,18.0,1.0,1.0,12.0,2.0,1.0,1.0
2014.0,2406.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2414.0,13.0,1.0,1.0,12.0,3.0,2.0,2.0
2014.0,2418.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2419.0,9.0,2.0,1.0,8.0,2.0,4.0,1.0
2014.0,2423.0,12.0,2.0,1.0,12.0,3.0,1.0,1.0
2014.0,2427.0,12.0,1.0,1.0,12.0,3.0,2.0,3.0
2014.0,2434.0,9.0,2.0,1.0,9.0,3.0,4.0,1.0
2014.0,2439.0,16.0,2.0,1.0,12.0,2.0,2.0,2.0
2014.0,2440.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2014.0,2445.0,11.0,2.0,2.0,8.0,2.0,3.0,2.0
2014.0,2449.0,12.0,2.0,2.0,9.0,3.0,3.0,3.0
2014.0,2456.0,12.0,2.0,2.0,12.0,3.0,2.0,2.0
2014.0,2458.0,14.0,1.0,1.0,12.0,3.0,3.0,1.0
2014.0,2459.0,13.0,2.0,2.0,12.0,1.0,3.0,2.0
2014.0,2460.0,14.0,1.0,1.0,12.0,3.0,1.0,2.0
2014.0,2465.0,12.0,2.0,1.0,9.0,3.0,3.0,3.0
2014.0,2467.0,16.0,2.0,1.0,12.0,3.0,1.0,2.0
2014.0,2470.0,14.0,2.0,1.0,12.0,2.0,2.0,2.0
2014.0,2476.0,0.0,2.0,3.0,7.0,2.0,2.0,2.0
2014.0,2481.0,12.0,1.0,2.0,8.0,2.0,4.0,2.0
2014.0,2486.0,12.0,2.0,1.0,9.0,2.0,2.0,2.0
2014.0,2496.0,11.0,2.0,1.0,12.0,3.0,4.0,2.0
2014.0,2497.0,14.0,2.0,1.0,10.0,3.0,3.0,3.0
2014.0,2500.0,12.0,2.0,1.0,12.0,2.0,1.0,1.0
2014.0,2507.0,12.0,2.0,1.0,12.0,1.0,2.0,2.0
2014.0,2509.0,14.0,2.0,1.0,12.0,3.0,1.0,1.0
2014.0,2511.0,11.0,2.0,1.0,8.0,2.0,3.0,3.0
2014.0,2512.0,10.0,1.0,1.0,1.0,1.0,4.0,2.0
2014.0,2513.0,14.0,2.0,1.0,12.0,3.0,2.0,3.0
2014.0,2515.0,12.0,1.0,1.0,12.0,2.0,3.0,3.0
2014.0,2525.0,14.0,1.0,1.0,11.0,3.0,3.0,3.0
2014.0,2526.0,18.0,2.0,1.0,12.0,3.0,1.0,3.0
2014.0,2527.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2014.0,2535.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2014.0,2542.0,13.0,1.0,1.0,12.0,3.0,3.0,2.0
2014.0,2543.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,1.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,4.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,7.0,14.0,1.0,1.0,12.0,3.0,4.0,3.0
2016.0,8.0,11.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,9.0,12.0,1.0,2.0,12.0,3.0,2.0,3.0
2016.0,12.0,12.0,2.0,1.0,1.0,3.0,4.0,1.0
2016.0,16.0,13.0,2.0,1.0,12.0,3.0,1.0,3.0
2016.0,20.0,13.0,1.0,2.0,12.0,1.0,2.0,3.0
2016.0,22.0,11.0,2.0,2.0,12.0,1.0,1.0,2.0
2016.0,25.0,15.0,2.0,1.0,11.0,1.0,3.0,2.0
2016.0,32.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,33.0,12.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,39.0,16.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,41.0,12.0,2.0,1.0,12.0,3.0,2.0,3.0
2016.0,42.0,12.0,2.0,3.0,12.0,2.0,2.0,3.0
2016.0,44.0,20.0,2.0,1.0,12.0,1.0,2.0,2.0
2016.0,49.0,17.0,1.0,1.0,12.0,2.0,1.0,1.0
2016.0,52.0,12.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,61.0,13.0,1.0,2.0,11.0,1.0,1.0,2.0
2016.0,63.0,12.0,2.0,2.0,8.0,2.0,3.0,2.0
2016.0,65.0,11.0,2.0,3.0,2.0,3.0,2.0,3.0
2016.0,71.0,10.0,2.0,2.0,9.0,2.0,3.0,3.0
2016.0,75.0,18.0,2.0,2.0,12.0,3.0,1.0,2.0
2016.0,77.0,20.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,79.0,19.0,2.0,1.0,12.0,1.0,1.0,1.0
2016.0,85.0,16.0,1.0,1.0,12.0,3.0,2.0,3.0
2016.0,86.0,12.0,1.0,1.0,12.0,3.0,2.0,3.0
2016.0,88.0,13.0,2.0,3.0,11.0,2.0,3.0,2.0
2016.0,92.0,20.0,1.0,2.0,12.0,3.0,3.0,2.0
2016.0,93.0,19.0,1.0,1.0,12.0,1.0,2.0,1.0
2016.0,95.0,17.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,100.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,101.0,16.0,2.0,2.0,12.0,3.0,2.0,3.0
2016.0,107.0,12.0,2.0,1.0,12.0,1.0,2.0,1.0
2016.0,108.0,12.0,2.0,1.0,9.0,1.0,3.0,2.0
2016.0,109.0,11.0,1.0,1.0,9.0,1.0,3.0,2.0
2016.0,110.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,111.0,16.0,1.0,1.0,12.0,3.0,3.0,1.0
2016.0,116.0,17.0,2.0,1.0,1.0,2.0,2.0,2.0
2016.0,119.0,13.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,121.0,18.0,2.0,1.0,12.0,3.0,1.0,2.0
2016.0,124.0,12.0,1.0,1.0,12.0,2.0,3.0,2.0
2016.0,127.0,12.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,128.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,130.0,20.0,1.0,1.0,12.0,1.0,2.0,3.0
2016.0,132.0,16.0,2.0,2.0,12.0,1.0,1.0,3.0
2016.0,133.0,14.0,2.0,2.0,9.0,1.0,2.0,3.0
2016.0,134.0,12.0,1.0,1.0,12.0,2.0,4.0,2.0
2016.0,140.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,141.0,16.0,2.0,1.0,12.0,3.0,4.0,3.0
2016.0,144.0,16.0,2.0,1.0,2.0,2.0,2.0,3.0
2016.0,147.0,16.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,154.0,18.0,2.0,3.0,10.0,1.0,3.0,3.0
2016.0,157.0,16.0,2.0,3.0,12.0,2.0,2.0,3.0
2016.0,158.0,16.0,2.0,1.0,12.0,1.0,2.0,1.0
2016.0,160.0,12.0,1.0,3.0,12.0,2.0,1.0,2.0
2016.0,163.0,12.0,2.0,1.0,9.0,1.0,3.0,3.0
2016.0,167.0,12.0,2.0,1.0,7.0,3.0,4.0,3.0
2016.0,174.0,20.0,1.0,1.0,12.0,2.0,1.0,2.0
2016.0,176.0,14.0,2.0,3.0,12.0,3.0,2.0,3.0
2016.0,178.0,18.0,2.0,3.0,12.0,2.0,3.0,1.0
2016.0,179.0,14.0,1.0,1.0,12.0,1.0,2.0,3.0
2016.0,181.0,16.0,2.0,3.0,12.0,3.0,3.0,2.0
2016.0,182.0,14.0,1.0,2.0,10.0,2.0,4.0,2.0
2016.0,185.0,16.0,1.0,2.0,9.0,1.0,2.0,2.0
2016.0,193.0,2.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,194.0,8.0,2.0,3.0,12.0,3.0,3.0,2.0
2016.0,199.0,15.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,201.0,15.0,1.0,1.0,12.0,1.0,2.0,1.0
2016.0,205.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,212.0,15.0,1.0,3.0,12.0,2.0,2.0,2.0
2016.0,214.0,16.0,2.0,1.0,12.0,2.0,1.0,3.0
2016.0,219.0,13.0,1.0,1.0,12.0,1.0,3.0,1.0
2016.0,222.0,6.0,1.0,3.0,12.0,3.0,1.0,3.0
2016.0,224.0,18.0,1.0,1.0,12.0,3.0,2.0,1.0
2016.0,226.0,12.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,229.0,18.0,2.0,1.0,12.0,3.0,3.0,2.0
2016.0,234.0,19.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,236.0,19.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,237.0,18.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,239.0,16.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,242.0,14.0,1.0,1.0,12.0,3.0,3.0,2.0
2016.0,245.0,12.0,1.0,3.0,12.0,1.0,2.0,1.0
2016.0,247.0,13.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,250.0,16.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,257.0,16.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,259.0,20.0,2.0,1.0,12.0,2.0,3.0,1.0
2016.0,262.0,13.0,1.0,1.0,1.0,3.0,1.0,2.0
2016.0,264.0,13.0,2.0,2.0,2.0,2.0,2.0,3.0
2016.0,267.0,12.0,2.0,1.0,12.0,2.0,3.0,3.0
2016.0,269.0,11.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,275.0,13.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,278.0,16.0,1.0,1.0,12.0,3.0,1.0,2.0
2016.0,282.0,14.0,2.0,1.0,10.0,3.0,2.0,3.0
2016.0,286.0,14.0,1.0,2.0,12.0,2.0,2.0,2.0
2016.0,290.0,17.0,2.0,1.0,12.0,2.0,1.0,2.0
2016.0,293.0,19.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,297.0,19.0,2.0,1.0,12.0,2.0,1.0,2.0
2016.0,301.0,13.0,2.0,2.0,11.0,3.0,2.0,1.0
2016.0,306.0,19.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,315.0,16.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,319.0,12.0,1.0,3.0,12.0,3.0,2.0,3.0
2016.0,321.0,8.0,2.0,3.0,3.0,3.0,1.0,3.0
2016.0,323.0,14.0,2.0,2.0,12.0,1.0,2.0,3.0
2016.0,325.0,12.0,2.0,1.0,1.0,1.0,2.0,2.0
2016.0,326.0,12.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,329.0,16.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,330.0,16.0,1.0,1.0,12.0,3.0,2.0,1.0
2016.0,334.0,13.0,1.0,3.0,12.0,3.0,4.0,3.0
2016.0,337.0,17.0,1.0,1.0,12.0,3.0,2.0,1.0
2016.0,343.0,18.0,2.0,1.0,12.0,2.0,2.0,1.0
2016.0,348.0,15.0,2.0,1.0,12.0,1.0,4.0,3.0
2016.0,351.0,14.0,2.0,1.0,12.0,3.0,3.0,2.0
2016.0,352.0,18.0,2.0,1.0,12.0,1.0,1.0,1.0
2016.0,355.0,13.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,357.0,16.0,2.0,3.0,12.0,2.0,1.0,2.0
2016.0,361.0,16.0,1.0,1.0,12.0,3.0,1.0,1.0
2016.0,363.0,16.0,1.0,1.0,12.0,2.0,1.0,1.0
2016.0,367.0,9.0,1.0,1.0,12.0,3.0,3.0,3.0
2016.0,370.0,13.0,1.0,1.0,12.0,3.0,2.0,1.0
2016.0,371.0,20.0,2.0,3.0,12.0,2.0,1.0,2.0
2016.0,378.0,16.0,2.0,1.0,12.0,3.0,4.0,3.0
2016.0,384.0,13.0,2.0,2.0,12.0,1.0,2.0,3.0
2016.0,391.0,16.0,2.0,2.0,12.0,2.0,2.0,2.0
2016.0,393.0,20.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,397.0,16.0,2.0,2.0,12.0,3.0,2.0,3.0
2016.0,398.0,18.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,403.0,14.0,2.0,1.0,12.0,3.0,1.0,2.0
2016.0,405.0,16.0,1.0,3.0,12.0,2.0,2.0,1.0
2016.0,409.0,16.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,412.0,20.0,1.0,1.0,12.0,3.0,1.0,3.0
2016.0,414.0,18.0,1.0,1.0,12.0,3.0,1.0,2.0
2016.0,416.0,12.0,1.0,2.0,12.0,3.0,2.0,1.0
2016.0,417.0,13.0,2.0,1.0,12.0,2.0,2.0,3.0
2016.0,422.0,10.0,2.0,2.0,12.0,3.0,1.0,3.0
2016.0,428.0,18.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,431.0,11.0,2.0,3.0,12.0,2.0,2.0,2.0
2016.0,433.0,11.0,2.0,3.0,12.0,2.0,3.0,2.0
2016.0,435.0,13.0,1.0,1.0,12.0,3.0,1.0,1.0
2016.0,438.0,14.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,440.0,16.0,1.0,1.0,10.0,2.0,1.0,1.0
2016.0,441.0,16.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,447.0,12.0,1.0,1.0,12.0,3.0,4.0,2.0
2016.0,451.0,14.0,2.0,1.0,12.0,2.0,3.0,2.0
2016.0,456.0,12.0,2.0,1.0,9.0,2.0,1.0,2.0
2016.0,457.0,17.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,461.0,20.0,2.0,1.0,12.0,2.0,1.0,3.0
2016.0,465.0,19.0,1.0,1.0,12.0,3.0,1.0,1.0
2016.0,467.0,18.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,471.0,18.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,475.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,480.0,19.0,2.0,3.0,9.0,2.0,2.0,2.0
2016.0,481.0,14.0,1.0,1.0,8.0,2.0,2.0,3.0
2016.0,483.0,16.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,484.0,12.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,486.0,18.0,2.0,1.0,12.0,2.0,2.0,3.0
2016.0,488.0,20.0,1.0,1.0,12.0,1.0,2.0,1.0
2016.0,491.0,12.0,1.0,3.0,12.0,1.0,2.0,1.0
2016.0,494.0,20.0,1.0,3.0,10.0,1.0,2.0,3.0
2016.0,496.0,12.0,1.0,3.0,12.0,1.0,2.0,2.0
2016.0,501.0,13.0,2.0,1.0,12.0,2.0,3.0,2.0
2016.0,503.0,14.0,2.0,1.0,10.0,2.0,2.0,2.0
2016.0,510.0,16.0,2.0,1.0,12.0,1.0,3.0,2.0
2016.0,512.0,18.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,515.0,13.0,1.0,1.0,12.0,2.0,2.0,1.0
2016.0,517.0,19.0,2.0,1.0,12.0,2.0,1.0,2.0
2016.0,522.0,20.0,2.0,1.0,12.0,3.0,1.0,3.0
2016.0,524.0,16.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,527.0,14.0,2.0,1.0,12.0,3.0,1.0,3.0
2016.0,529.0,16.0,2.0,3.0,12.0,2.0,2.0,2.0
2016.0,534.0,17.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,536.0,17.0,2.0,1.0,12.0,2.0,3.0,1.0
2016.0,538.0,12.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,547.0,13.0,2.0,2.0,12.0,1.0,3.0,2.0
2016.0,548.0,12.0,1.0,1.0,12.0,3.0,1.0,2.0
2016.0,550.0,12.0,2.0,3.0,12.0,2.0,1.0,1.0
2016.0,556.0,10.0,1.0,3.0,12.0,3.0,3.0,2.0
2016.0,558.0,15.0,2.0,1.0,12.0,2.0,2.0,3.0
2016.0,561.0,6.0,2.0,3.0,7.0,3.0,2.0,1.0
2016.0,565.0,17.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,566.0,12.0,2.0,1.0,12.0,1.0,3.0,3.0
2016.0,570.0,9.0,2.0,1.0,12.0,2.0,3.0,3.0
2016.0,572.0,16.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,575.0,14.0,1.0,1.0,12.0,1.0,3.0,3.0
2016.0,577.0,18.0,2.0,3.0,12.0,2.0,2.0,2.0
2016.0,581.0,12.0,1.0,1.0,12.0,3.0,3.0,2.0
2016.0,583.0,12.0,2.0,2.0,12.0,2.0,1.0,2.0
2016.0,586.0,7.0,2.0,1.0,12.0,3.0,3.0,3.0
2016.0,590.0,17.0,1.0,1.0,12.0,3.0,1.0,3.0
2016.0,592.0,14.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,593.0,20.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,594.0,13.0,1.0,1.0,12.0,3.0,3.0,3.0
2016.0,595.0,13.0,2.0,1.0,12.0,3.0,3.0,2.0
2016.0,604.0,12.0,2.0,1.0,11.0,2.0,2.0,2.0
2016.0,609.0,20.0,2.0,2.0,12.0,2.0,3.0,2.0
2016.0,613.0,12.0,2.0,2.0,6.0,3.0,3.0,3.0
2016.0,615.0,18.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,616.0,14.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,619.0,14.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,626.0,16.0,2.0,1.0,12.0,3.0,2.0,3.0
2016.0,627.0,16.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,629.0,20.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,635.0,14.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,637.0,12.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,638.0,17.0,2.0,1.0,12.0,2.0,1.0,2.0
2016.0,641.0,18.0,2.0,1.0,12.0,2.0,2.0,1.0
2016.0,645.0,9.0,2.0,3.0,7.0,1.0,4.0,3.0
2016.0,649.0,15.0,2.0,1.0,12.0,3.0,1.0,3.0
2016.0,657.0,12.0,1.0,2.0,8.0,2.0,1.0,2.0
2016.0,664.0,16.0,2.0,1.0,12.0,1.0,2.0,2.0
2016.0,666.0,13.0,1.0,1.0,12.0,3.0,4.0,3.0
2016.0,675.0,11.0,2.0,3.0,12.0,1.0,4.0,3.0
2016.0,678.0,18.0,1.0,3.0,5.0,2.0,2.0,2.0
2016.0,679.0,15.0,1.0,1.0,12.0,3.0,2.0,3.0
2016.0,685.0,12.0,1.0,2.0,12.0,1.0,2.0,2.0
2016.0,689.0,14.0,2.0,2.0,12.0,2.0,2.0,2.0
2016.0,693.0,11.0,1.0,2.0,11.0,2.0,2.0,2.0
2016.0,695.0,12.0,1.0,3.0,6.0,1.0,3.0,2.0
2016.0,696.0,13.0,1.0,2.0,11.0,2.0,2.0,2.0
2016.0,700.0,13.0,1.0,3.0,12.0,2.0,2.0,2.0
2016.0,702.0,15.0,1.0,1.0,12.0,1.0,1.0,2.0
2016.0,704.0,12.0,2.0,1.0,12.0,1.0,3.0,2.0
2016.0,707.0,12.0,2.0,1.0,12.0,3.0,2.0,2.0
2016.0,711.0,12.0,1.0,2.0,12.0,1.0,2.0,2.0
2016.0,713.0,16.0,2.0,3.0,12.0,1.0,2.0,2.0
2016.0,717.0,12.0,2.0,3.0,11.0,2.0,2.0,3.0
2016.0,719.0,14.0,2.0,3.0,12.0,3.0,2.0,2.0
2016.0,722.0,14.0,1.0,1.0,12.0,3.0,1.0,1.0
2016.0,723.0,12.0,2.0,1.0,12.0,2.0,1.0,1.0
2016.0,729.0,16.0,2.0,2.0,12.0,2.0,2.0,2.0
2016.0,735.0,15.0,2.0,2.0,12.0,2.0,1.0,2.0
2016.0,740.0,16.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,741.0,12.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,743.0,12.0,1.0,1.0,10.0,2.0,4.0,2.0
2016.0,747.0,16.0,1.0,2.0,11.0,1.0,1.0,2.0
2016.0,751.0,14.0,2.0,2.0,9.0,2.0,2.0,2.0
2016.0,759.0,12.0,1.0,2.0,12.0,3.0,2.0,2.0
2016.0,760.0,14.0,2.0,1.0,12.0,2.0,1.0,2.0
2016.0,763.0,14.0,2.0,1.0,12.0,3.0,2.0,1.0
2016.0,766.0,12.0,2.0,1.0,12.0,3.0,1.0,1.0
2016.0,770.0,15.0,2.0,2.0,12.0,3.0,3.0,3.0
2016.0,772.0,13.0,1.0,2.0,12.0,1.0,3.0,3.0
2016.0,773.0,13.0,2.0,2.0,12.0,1.0,2.0,3.0
2016.0,775.0,12.0,1.0,2.0,12.0,1.0,2.0,3.0
2016.0,781.0,13.0,2.0,2.0,12.0,1.0,1.0,2.0
2016.0,786.0,14.0,2.0,2.0,12.0,2.0,1.0,2.0
2016.0,789.0,12.0,1.0,2.0,12.0,2.0,2.0,3.0
2016.0,791.0,18.0,2.0,2.0,12.0,1.0,3.0,3.0
2016.0,794.0,14.0,2.0,2.0,12.0,3.0,1.0,3.0
2016.0,797.0,12.0,2.0,1.0,11.0,1.0,1.0,3.0
2016.0,800.0,16.0,2.0,1.0,12.0,1.0,3.0,2.0
2016.0,802.0,12.0,2.0,1.0,12.0,1.0,2.0,2.0
2016.0,804.0,12.0,1.0,2.0,2.0,2.0,1.0,2.0
2016.0,807.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,809.0,19.0,1.0,1.0,12.0,3.0,1.0,2.0
2016.0,812.0,17.0,2.0,1.0,12.0,1.0,1.0,2.0
2016.0,815.0,16.0,2.0,2.0,10.0,1.0,3.0,3.0
2016.0,817.0,16.0,2.0,2.0,10.0,2.0,2.0,3.0
2016.0,820.0,14.0,1.0,2.0,12.0,3.0,2.0,3.0
2016.0,823.0,5.0,2.0,2.0,11.0,2.0,3.0,1.0
2016.0,826.0,13.0,2.0,1.0,12.0,3.0,2.0,3.0
2016.0,834.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,836.0,18.0,2.0,1.0,12.0,3.0,1.0,2.0
2016.0,838.0,12.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,841.0,18.0,1.0,1.0,12.0,3.0,2.0,2.0
2016.0,847.0,15.0,2.0,2.0,12.0,3.0,2.0,2.0
2016.0,850.0,16.0,2.0,1.0,11.0,1.0,1.0,2.0
2016.0,854.0,12.0,2.0,1.0,4.0,2.0,1.0,1.0
2016.0,858.0,17.0,1.0,1.0,12.0,2.0,3.0,2.0
2016.0,860.0,13.0,1.0,2.0,12.0,1.0,3.0,3.0
2016.0,862.0,12.0,1.0,3.0,11.0,1.0,3.0,1.0
2016.0,866.0,16.0,2.0,1.0,12.0,2.0,2.0,3.0
2016.0,867.0,15.0,2.0,1.0,12.0,2.0,2.0,3.0
2016.0,870.0,16.0,2.0,1.0,12.0,2.0,2.0,1.0
2016.0,874.0,9.0,1.0,1.0,9.0,1.0,3.0,3.0
2016.0,877.0,13.0,2.0,1.0,12.0,1.0,3.0,1.0
2016.0,879.0,17.0,2.0,1.0,12.0,1.0,2.0,1.0
2016.0,883.0,16.0,1.0,1.0,12.0,2.0,2.0,2.0
2016.0,884.0,15.0,2.0,1.0,12.0,2.0,2.0,2.0
2016.0,885.0,16.0,2.0,3.0,12.0,2.0,3.0,1.0
